,braveid,bravename,bravesex,braveage,braveattack,monsterid,monstername,monsterdef,damage
308,652,ShiraishiHiromi,女,52,102,310,つららスライム,1.272448001053783,165.02857361459792
309,856,NagataToshio,男,34,268,144,パペットマン,91.76576801565642,9.995712044968284
310,5,AmemiyaMitsuo,男,54,834,186,ナウマンボーグ,50.14796790430549,34.11661160967307
311,591,MizoguchiTakeshi,男,36,964,276,じごくのつかい,83.71339509045977,38.318514523852826
312,304,IwabuchiMei,女,47,475,198,ふくぶくろ,88.46347669949377,12.968200358057778
313,689,NonakaToshio,男,46,607,84,トンブレロ,97.96726035462086,13.710603969014674
314,681,SakagamiHaruka,女,48,706,43,くさった死体,12.090993771838454,127.89585441161138
315,720,SakaiChihiro,女,35,249,106,イエティ,32.47049136267112,24.57565862574994
316,451,SugiuraKouichi,男,59,219,345,メカバーン,1.594602967979608,238.58836236620562
317,960,YokomizoRui,男,17,999,42,グレムリン,28.956617719901388,218.72186987746323
318,921,HisanoToyoki,男,56,70,372,バズズ,96.23285123925662,1.481531917609597
319,567,YabukiMitsuteru,男,25,384,221,シールドオーガ,73.57719853274241,24.96126581690339
320,529,TsuchiyaHaruka,女,42,332,133,じごくのよろい,27.09023254517754,33.69196491474989
321,495,IshigakiNobuo,男,48,821,117,メタルライダー,52.31662315813808,35.78239562945331
322,573,MatsuzawaRino,女,12,434,300,バロン版キラーマシン,47.237913485728264,84.95733202788458
323,716,IinoNorihisa,男,14,172,100,デッドペッカー,14.29056307706742,99.1455186640028
324,395,MiyawakiYuuichi,男,38,322,210,じごくのハサミ,58.59147297722057,14.97702589914204
325,229,AbeSaika,女,39,80,213,ジェリーマン,6.034405662776521,39.608673036494906
326,801,OogawaraTokujirou,男,53,24,88,ミイラ男,74.76515728036335,0.7078447129655094
327,844,OkabeYuika,女,48,462,69,ベビーマジシャン,92.40683964718518,12.46812940917486
328,123,YazakiKiyoto,男,11,811,186,ナウマンボーグ,50.14796790430549,166.38978259206155
329,821,YamakawaMarin,女,32,107,54,プリズニャン,7.437137965435303,53.76664569343844
330,418,TakatsuNahoko,女,11,781,43,くさった死体,12.090993771838454,689.4971221242013
331,782,KokubuEizou,男,55,72,305,カメレオンマン,98.33552936950011,1.4199252519599546
332,94,MatsunoTomoyo,女,53,926,50,キラービー,32.09998237117793,61.898420420271336
333,919,AoyamaHiroyuki,男,58,177,68,ヘルビースト,12.916844071762679,23.63164398640094
334,173,AbeYoshio,男,51,845,236,フロストギズモ,9.32363107386861,177.81230458478254
335,50,IkutaYuuko,女,59,403,258,キラーベンダーマシン,12.822489907492207,63.83761934350658
336,18,YanagiHanako,女,26,55,227,さくらこぞう,14.588254115474786,17.146560898461207
337,698,ShigematsuYuuka,女,46,257,14,ファーラット,18.685881672733938,34.131177059035174
338,172,OotakeKazuyoshi,男,48,757,82,よろいのきし,53.5657790652988,31.673832692072732
339,468,OkanoAyaka,女,23,356,226,きりさきピエロ,60.42571931179149,27.113077010942426
340,907,KawadaMisuzu,女,44,14,199,メタルドラゴン,85.02170226845979,0.44806894120716
341,366,YoshizakiReiji,男,40,692,39,ホイミスライム,83.53834404808323,22.315515046801654
342,150,YoshiiTakatoshi,男,18,738,293,ローソンキングスライム,23.73875949518932,197.95606509212658
343,22,OdeAsuno,女,23,688,110,たてまじん,13.505781761429569,265.40183732255423
344,497,UmedaKoto,男,15,376,58,チョコヌーバ,94.72377075193083,27.246814834953813
345,910,KusakaJuri,女,20,496,273,ほのおのせんし,96.23908862240403,27.905930222401892
346,173,AbeYoshio,男,51,845,79,ともしびこぞう,79.38191484702388,23.65133566231317
347,590,ShirakawaSouha,男,13,668,306,フレイザード,71.75375321689769,76.11467649925449
348,808,KurokiToshio,男,55,211,27,メタッピー,70.91892600181495,5.850673663259156
349,119,UemuraShigeo,男,37,997,5,モーモン,50.48885167664615,56.28114337385888
350,952,OkiKenji,男,38,199,137,アームライオン,53.87609943483231,10.091821850607845
351,728,HataMidori,女,37,787,324,バアルゼブブ,58.835137926753,41.9280356942199
352,36,OginoAnri,女,10,356,158,てつのさそり,30.347170362084796,128.04830144870098
353,144,TakakuraYuriko,女,58,295,197,おみくじミミック,77.3767263700856,7.600406458026918
354,991,EgawaMitsunari,男,37,440,245,しにがみきぞく,44.394954145243524,31.479223826829497
355,534,MatsudaKenshou,男,15,152,52,ポイズンリザード,74.75892893533653,15.656304237800736
356,264,OkanoChiharu,女,56,315,13,メラリザード,62.19927739633315,10.556470738382266
357,929,HiraokaKiichi,男,31,976,224,ゲリュオン,25.726084412804752,137.88811005986523
358,237,OyamadaHirofumi,男,27,499,28,わらいぶくろ,80.21096824391472,25.580400816544596
359,846,OosawaToshiyuki,男,24,47,347,メタスラ＆ゴールドマン,87.39527687536646,2.3423087385726675
360,635,SeoAiha,女,38,538,200,メタルホイミン,5.665521422264264,295.25414388323554
361,842,UchinoMuneo,男,54,530,252,ヘルコンドル,41.78668331030067,26.147381834303108
362,439,TsudaGemnosuke,男,22,316,132,あくま神官,90.09514654679606,18.005196132875607
363,325,HiraharaMarina,女,51,319,105,キラーマシン,31.93906897017036,23.1704506066942
364,202,TachikawaKiyora,男,11,213,288,ハロウィンゴースト,89.3101729372112,23.232765863123465
365,656,OkaHaruo,男,36,322,176,ガメゴン,90.99063705579518,10.715219558664824
366,614,HidakaReiko,女,18,686,64,スカルガルー,38.73616331444122,111.55675425215033
367,180,TodaAiko,女,46,372,232,バラモスブロス,2.809959902313919,316.04339992069
368,437,ShigematsuMasaki,男,52,251,202,プリーストナイト,42.4099287993117,12.890935499202934
369,33,TodaYuuna,女,53,590,325,ボーンファイター,8.739979281647969,136.0078077236632
370,812,KanEizou,男,46,502,117,メタルライダー,52.31662315813808,23.648953913630272
371,539,KomuraMakiko,女,24,516,98,ジャガーメイジ,3.705724719392023,597.7883490214094
372,699,AganoAsuka,女,49,770,253,ギガンテス,63.26342159341283,29.376353757817423
373,671,FukudaAyako,女,52,829,54,プリズニャン,7.437137965435303,230.31583427417834
374,58,MatsudaAkari,女,54,878,316,ホタテワラビー,28.777453736989766,61.3040152327286
375,454,KurodaNozomi,女,17,348,300,バロン版キラーマシン,47.237913485728264,48.253686187119634
376,750,IwasakiYuika,女,13,630,240,だいおうキッズ,9.281811558638287,602.894035344852
377,497,UmedaKoto,男,15,376,172,りゅうおう,45.91801961005384,56.300871875377545
378,244,KitajimaManami,女,33,641,5,モーモン,50.48885167664615,42.272268892468524
379,477,TaueSouya,男,22,668,38,おおくちばし,35.21326656861072,92.96407215595315
380,284,KitayamaSaya,女,47,37,40,モコモコじゅう,32.492325015699066,2.4765134603582797
381,558,SatakeMasahiro,男,26,637,13,メラリザード,62.19927739633315,42.35420603381782
382,928,ShinoharaHonoka,女,48,806,4,ゴースト,74.68329221107571,26.679934184937014
383,33,TodaYuuna,女,53,590,298,リトルライバーン,84.51550457655938,15.480139212903632
384,870,KitaMako,女,42,674,257,フレイムドック,46.055931384134695,41.546902587458625
385,38,OzekiKatsumi,男,19,802,249,スカラベキング,51.54599694820027,94.21809704671423
386,216,TerashimaTateaki,男,33,430,82,よろいのきし,53.5657790652988,25.265960118014117
387,875,IkedaKazuko,女,52,468,201,つかいま,92.09539808216512,10.80942496340436
388,298,InuiTsuneo,男,35,67,216,ベホイムスライム,61.18277351794214,3.5477676603181387
389,593,MatsukawaJuurou,男,36,488,204,くものきょじん,55.48209995532266,27.200399811372925
390,249,AsouYuna,女,10,26,79,ともしびこぞう,79.38191484702388,3.281977094577291
391,982,MitaniAkiho,男,26,114,200,メタルホイミン,5.665521422264264,90.74839522594411
392,230,KidaKeiko,女,54,540,150,ブラッドハンド,24.730263135557152,45.07996053331253
393,511,AkiyamaSeiya,男,22,799,293,ローソンキングスライム,23.73875949518932,179.87912689057484
394,320,NittaMao,女,53,918,228,カンダタ,50.35383322102306,39.40250115269298
395,785,OomuraShouzou,男,57,25,320,ランプのまじん,58.09868628157402,0.833940932053205
396,627,KishimotoMisaki,女,35,350,229,カンダタこぶん,5.583892069124408,183.40266385193502
397,183,TsurutaTsubaki,女,29,926,22,どくろあらい,66.89320365033224,50.36788936887009
398,146,KurosawaEiji,男,41,821,186,ナウマンボーグ,50.14796790430549,47.335993609413144
399,792,NakazawaYouko,女,35,233,264,ヘルジュラシック,32.466840947327256,21.19244642088294
400,585,SudouHonoka,女,39,501,283,ボストロール,18.583203034108376,72.50454069528668
401,45,OsakaChiyono,女,58,948,3,スライムベス,94.04065485183388,17.884289226980304
402,151,AizawaYuu,女,46,336,67,ヘルボックル,70.78470858087249,11.219604977903904
403,385,YamagataMomoka,女,52,972,35,ねこまどう,97.69891511470016,22.530191275939366
404,858,OmataYuri,女,50,456,90,ごろつき,45.13939422725193,22.119356879042705
405,100,KawamuraTooru,男,41,882,71,さまようよろい,91.19014991824972,24.00095400777514
406,809,YasudaNaoki,男,51,382,242,ホラービースト,38.087123426508306,21.368646133689232
407,860,SekineMoeka,女,54,675,136,ベホイミスライム,59.31557715998726,24.79275318717061
408,203,AkaiHaru,女,18,723,338,デスマシーン,36.237572153171016,111.60861567715556
409,990,MatsukawaHaruki,男,16,37,222,マッドフィンガー,53.66732389591885,4.83979623627862
410,936,MuramatsuHouko,女,12,392,157,ドロル,70.99548264555058,55.10617480818436
411,533,YasukawaKaho,女,17,618,233,ゾーマ,12.254894952415885,332.457112071187
412,398,EdaRio,女,52,416,145,キングスライム,81.75335958155064,10.476305198462038
413,344,KishiRie,女,43,808,379,ベビースライム,74.41856753485905,26.53908038810785
414,804,NaraNanase,男,22,457,126,ももいろ三姉妹,53.873066209342745,38.65553097970657
415,91,IshizawaYoshinari,男,24,146,53,ひとくいサーベル,78.51376374887391,7.815298425721626
416,591,MizoguchiTakeshi,男,36,964,199,メタルドラゴン,85.02170226845979,33.97098299792456
417,58,MatsudaAkari,女,54,878,217,りゅうき兵,50.69121706779111,32.535744759632266
418,393,OkiShintarou,男,45,526,14,ファーラット,18.685881672733938,64.87470758824115
419,154,FushimiSachiko,女,51,376,172,りゅうおう,45.91801961005384,16.28098545361403
420,173,AbeYoshio,男,51,845,54,プリズニャン,7.437137965435303,266.6007127853335
421,770,ItouYuzuki,女,37,798,261,りゅうせんし,97.43887964109936,23.80739563078877
422,997,NittaChiyoko,女,55,475,361,碧落天バリゲーン,32.028716377527374,31.33688706006291
423,308,OgataKatsutarou,男,23,239,189,アンドレアル,32.264628860039714,34.262756847783
424,970,HorieMiyu,女,18,325,332,マリンバブル,94.9253083632405,22.511712388103046
425,413,ManabeEitarou,男,11,196,137,アームライオン,53.87609943483231,35.68047664783032
426,576,OoshitaReina,女,50,31,328,ガルーダ,83.23126733204855,0.7705875560290013
427,330,HorikawaYoshihisa,男,26,430,298,リトルライバーン,84.51550457655938,23.021583002792056
428,58,MatsudaAkari,女,54,878,202,プリーストナイト,42.4099287993117,44.32856635587033
429,697,IsobeShigeko,女,54,471,73,タホドラキー,86.28911582519747,10.768367647555351
430,575,TezukaAyano,女,58,12,221,シールドオーガ,73.57719853274241,0.29288852766520396
431,8,ItagakiFuuka,女,19,872,370,アックスドラゴン,73.78794496596242,64.23757635747202
432,255,KurosawaRyuuhei,男,22,359,345,メカバーン,1.594602967979608,1043.5696068534587
433,279,AsaiKaoru,女,19,227,272,デンタザウルス,15.811326624582534,80.65844173120382
434,267,HidakaMasao,男,57,332,255,スイカ岩,31.6303558567804,22.091798548537938
435,865,HosonoYuuki,女,45,776,301,アバン（ドラゴラム）,62.000481401688134,29.426118369257562
436,785,OomuraShouzou,男,57,25,334,パイレーツプリズナー,78.58338505168804,0.5934491366315827
437,69,TakeharaKenji,男,59,617,301,アバン（ドラゴラム）,62.000481401688134,19.10520185732518
438,809,YasudaNaoki,男,51,382,15,いっかくうさぎ,73.38213327122693,11.626728356540752
439,581,AnzaiYoshihiko,男,24,370,96,どくやずきん,86.020608924239,20.837976820015136
440,433,NagashimaYuu,女,24,465,79,ともしびこぞう,79.38191484702388,25.094923637620575
441,488,TamnoUkyou,男,23,313,25,あばれこまいぬ,40.02347660848285,36.39187374722856
442,129,HoriiTakeshi,男,56,215,207,キングミニデーモン,85.29219431571298,4.982349199776957
443,505,OjimaKurumi,女,29,825,318,グール,60.39907127911815,55.50755490059048
444,656,OkaHaruo,男,36,322,143,かっちゅうアリ,37.41873930736478,27.970260877411302
445,36,OginoAnri,女,10,356,51,スマイルロック,33.10539004702668,117.51021250890656
446,28,YamaguchiFujio,男,19,566,240,だいおうキッズ,9.281811558638287,364.72401531715866
447,298,InuiTsuneo,男,35,67,134,しりょうのきし,90.23342549811998,2.396056212444206
448,784,KatsutaIchirou,男,41,481,257,フレイムドック,46.055931384134695,27.251692115065303
449,851,TakatsuYuuna,女,46,198,116,ベビル,98.35492411844406,5.005651688130843
450,359,MotohashiAkari,女,20,594,194,スノードラゴン,67.50708559524386,46.27339195457288
451,478,KamiokaShouko,女,47,593,86,スライムタワー,5.199308791011492,284.61137838387344
452,86,WakayamaNatsuko,女,49,429,146,ヒイラギどうじ,11.91613426675815,76.30538933733483
453,869,NaganoKaichi,男,23,603,318,グール,60.39907127911815,50.530615461246754
454,216,TerashimaTateaki,男,33,430,200,メタルホイミン,5.665521422264264,260.0470190568245
455,659,HanadaRuka,女,25,676,73,タホドラキー,86.28911582519747,34.82965788492774
456,793,OobuchiNobuaki,男,47,757,134,しりょうのきし,90.23342549811998,20.274705947993954
457,730,ObataRui,女,16,503,126,ももいろ三姉妹,53.873066209342745,67.76595677510464
458,962,MiyazakiItsuki,男,28,396,52,ポイズンリザード,74.75892893533653,19.47648995123436
459,904,HanaiRihito,男,24,520,38,おおくちばし,35.21326656861072,63.90357499439782
460,95,InomataYuuwa,男,11,284,255,スイカ岩,31.6303558567804,92.47774207956047
461,597,YasudaHinako,女,12,553,177,リザードフライ,85.49703450761974,59.69315088794192
462,314,MaeharaSatoko,女,42,584,275,エリミネーター,24.640289963572926,59.06346418075651
463,966,KiharaAmane,女,23,690,118,ボーンナイト,9.428769482295717,373.12191330793695
464,74,NaganumaEtsuyo,女,59,447,111,フレイム,45.6582812090336,17.139109685993713
465,503,OowadaKiyoko,女,27,718,18,メラゴースト,87.18477888022025,30.71486572475003
466,615,InuiHiyori,女,59,759,244,ガーゴイル,1.489146164027344,981.9097328461469
467,600,TakayamaMitsunobu,男,58,525,1,スライム,58.60486695351551,15.565606473017086
468,880,OoshiroMasae,女,26,806,268,キラートーチ,88.91139364958589,37.954342195938565
469,959,KoikeFujio,男,21,653,308,賀正大王スライム,8.8423827799057,413.65470084909515
470,468,OkanoAyaka,女,23,356,118,ボーンナイト,9.428769482295717,186.1103270828059
471,116,FushimiKaito,男,36,944,320,ランプのまじん,58.09868628157402,50.681878414072706
472,999,KawaiKaede,女,15,443,123,ハートナイト,5.809412395448065,533.1830778459679
473,28,YamaguchiFujio,男,19,566,9,リリパット,42.313179780850504,83.06556359915679
474,558,SatakeMasahiro,男,26,637,39,ホイミスライム,83.53834404808323,32.838165052834555
475,90,SakaiSetsuko,女,55,706,6,しましまキャット,25.004689439632177,55.92517957544324
476,574,OkiYuuri,女,28,621,268,キラートーチ,88.91139364958589,27.26117925423994
477,492,OkazakiToujou,女,25,935,43,くさった死体,12.090993771838454,340.3851425716627
478,579,TobitaTsutomu,男,57,245,131,ばくだん岩,12.89377070017096,37.51635617944025
479,421,HiratsukaYuzu,女,50,390,175,テラノライナー,84.04174681926754,10.117375499161334
480,671,FukudaAyako,女,52,829,144,パペットマン,91.76576801565642,17.454546506144027
481,724,KandaMiyuu,女,48,728,102,どれいへいし,86.20066133977048,19.039900276592824
482,13,IshiwatariHikari,女,25,975,314,アンクルホーン,4.754813386330026,899.4857930051983
483,806,SatouDaiki,男,36,518,332,マリンバブル,94.9253083632405,17.68383571336042
484,510,HosokawaNaho,女,29,931,34,ドルイド,92.09325771690385,36.472322595303524
485,595,SoneShinya,男,31,545,219,メイジキメラ,10.688084638876594,165.33026542927584
486,10,NarumiKyouko,女,52,826,3,スライムベス,94.04065485183388,19.4419674849914
487,606,BanKousei,男,18,16,164,キースドラゴン,81.51892517840334,1.2955178135811976
